subject,questionNo,chapter,oldConcept,newConcept,changed,matchingBasis,questionSnippet,exampleSnippet,answerLeakCheck,reviewNote
python,133,제14장 오류 찾기와 코드 수정,오류 찾기와 예외,IndexError 줄 번호,Y,id별 실제 코드 패턴 기준 매칭,"다음 Python 코드에서 오류가 발생하는 줄 번호를 쓰시오. 1 data = [1, 2, 3] 2 print(data[3]) 3 print(data[0])","1 data = [5, 6] 2 print(data[2]) 3 print(data[0]) # 범위를 벗어난 위치를 찾습니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,134,제14장 오류 찾기와 코드 수정,오류 찾기와 예외,KeyError,Y,id별 실제 코드 패턴 기준 매칭,"다음 코드에서 발생하는 오류 이름으로 가장 알맞은 것을 쓰시오. d = {""A"": 1} print(d[""B""])","info = {""id"": 1} # info[""name""]처럼 없는 key 접근은 오류가 납니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,135,제14장 오류 찾기와 코드 수정,오류 찾기와 예외,AttributeError,Y,id별 실제 코드 패턴 기준 매칭,"다음 코드에서 발생하는 오류 이름으로 가장 알맞은 것을 쓰시오. a = (1, 2, 3) a.append(4)","data = (5, 6) # data.append(7)처럼 튜플에 없는 메서드를 쓰면 오류가 납니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,136,제14장 오류 찾기와 코드 수정,오류 찾기와 예외,들여쓰기 오류 return 위치,Y,id별 실제 코드 패턴 기준 매칭,다음 Python 코드에서 오류가 발생하는 줄 번호를 쓰시오. 1 def test(n): 2 result = [] 3 for i in range(n): 4 result.append(i) 5 return result 6 print(test(3)),def build(n): result = [] for i in range(n): result.append(i) return result # return은 함수 블록 안에 있어야 합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,137,제14장 오류 찾기와 코드 수정,오류 찾기와 예외,ZeroDivisionError,Y,id별 실제 코드 패턴 기준 매칭,다음 코드에서 발생하는 오류 이름으로 가장 알맞은 것을 쓰시오. a = 10 b = 0 print(a / b),a = 10 b = 0 # a / b는 0으로 나누기 오류가 납니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,138,제14장 오류 찾기와 코드 수정,오류 찾기와 예외,int() 형 변환 빈칸,Y,id별 실제 코드 패턴 기준 매칭,"다음 코드가 정상 실행되도록 빈칸에 들어갈 알맞은 자료형 변환 함수를 쓰시오. a = ""10"" b = 5 print(( )(a) + b)","text = ""30"" num = int(text) print(num + 2) # 문자열 숫자를 정수로 변환합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,139,제14장 오류 찾기와 코드 수정,오류 찾기와 예외,SyntaxError,Y,id별 실제 코드 패턴 기준 매칭,"다음 코드에서 발생하는 오류 이름으로 가장 알맞은 것을 쓰시오. if True print(""OK"")","if True: print(""ok"") # if 조건문 끝에는 콜론이 필요합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,140,제14장 오류 찾기와 코드 수정,오류 찾기와 예외,음수 인덱스 빈칸,Y,id별 실제 코드 패턴 기준 매칭,"다음 코드가 마지막 값을 출력하도록 빈칸에 들어갈 인덱스를 쓰시오. a = [1, 2, 3] print(a[( )])","items = [""x"", ""y"", ""z""] print(items[-1]) # 마지막 값을 선택합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,141,제15장 실전 코드 실행 결과,실전 코드 흐름 추적,ord/chr와 문자 범위 반복,Y,id별 실제 코드 패턴 기준 매칭,"다음 Python 프로그램의 실행 결과를 쓰시오. def make_chars(a, b): data = [ord(a), ord(b)] data.sort() result = [] for i in range(data[0], data[1] + 1): result.append(chr(i)) return result for ch in make_chars(""c"", ""f""): print(ch, end="""")","start, end = sorted([ord(""b""), ord(""e"")]) for code in range(start, end + 1): print(chr(code), end="""") # 문자 번호 범위를 순회합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,142,제15장 실전 코드 실행 결과,실전 코드 흐름 추적,isinstance와 리스트 슬라이싱,Y,id별 실제 코드 패턴 기준 매칭,"다음 Python 프로그램의 실행 결과를 쓰시오. def test(param): if isinstance(param, list): print(param[-1]) print(param[::-1]) else: print(""리스트가 아닙니다"") test([1, 2, 3])","def check(data): if isinstance(data, list): print(data[-1]) print(data[::-1]) # 리스트일 때만 리스트 연산을 적용합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,143,제15장 실전 코드 실행 결과,실전 코드 흐름 추적,return 들여쓰기 오류,Y,id별 실제 코드 패턴 기준 매칭,"다음 Python 프로그램에서 오류가 발생하는 줄 번호를 쓰시오. 1 def fibonacci(n): 2 seq = [] 3 a, b = 1, 1 4 for _ in range(n): 5 seq.append(a) 6 a, b = b, a + b 7 return seq 8 print(fibonacci(6)[-1])",def build(n): result = [] for i in range(n): result.append(i) return result # return은 함수 블록 안에 있어야 합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,144,제15장 실전 코드 실행 결과,실전 코드 흐름 추적,피보나치 반복과 마지막 값,Y,id별 실제 코드 패턴 기준 매칭,"앞의 피보나치 코드에서 return seq 의 들여쓰기를 고쳐 실행했을 때 출력 결과를 쓰시오. def fibonacci(n): seq = [] a, b = 1, 1 for _ in range(n): seq.append(a) a, b = b, a + b return seq print(fibonacci(6)[-1])","seq = [] a, b = 1, 1 for _ in range(4): seq.append(a) a, b = b, a + b print(seq[-1]) # 추가와 갱신 순서를 따라갑니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,145,제15장 실전 코드 실행 결과,실전 코드 흐름 추적,dict.items() 빈칸,Y,id별 실제 코드 패턴 기준 매칭,"다음 코드의 빈칸에 들어갈 알맞은 메서드명을 쓰시오. def find_keys(data, x): return [k for k, v in data.( ) if v == x] print(find_keys({""A"": 1, ""B"": 2, ""C"": 1}, 1))","scores = {""ann"": 80, ""bob"": 90} result = [name for name, score in scores.items() if score >= 85] print(result) # value 조건에 맞는 key를 모읍니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,146,제15장 실전 코드 실행 결과,실전 코드 흐름 추적,이진 트리 중위 순회,Y,id별 실제 코드 패턴 기준 매칭,"다음 Python 프로그램의 실행 결과를 쓰시오. class Node: def __init__(self, key): self.left = None self.right = None self.key = key def visit(root): if root: visit(root.left) print(root.key, end=""/"") visit(root.right) root = Node(1) root.left = Node(5) root","class Node: def __init__(self, key): self.left = None self.right = None self.key = key # visit(node.left) -> print(node.key) -> visit(node.right) 순서를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,147,제15장 실전 코드 실행 결과,실전 코드 흐름 추적,조건 만족 개수 함수,Y,id별 실제 코드 패턴 기준 매칭,"다음 Python 프로그램의 실행 결과를 쓰시오. def count_even(data): count = 0 for x in data: if x % 2 == 0: count += 1 return count print(count_even([1, 2, 4, 5, 6]))","data = [1, 5, 8] count = 0 for x in data: if x >= 5: count += 1 print(count) # 조건을 만족한 원소 수를 셉니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,148,제15장 실전 코드 실행 결과,실전 코드 흐름 추적,딕셔너리 get() 누적,Y,id별 실제 코드 패턴 기준 매칭,"다음 Python 프로그램의 실행 결과를 쓰시오. text = ""banana"" d = {} for ch in text: d[ch] = d.get(ch, 0) + 1 print(d[""a""])","text = ""coffee"" count = {} for ch in text: count[ch] = count.get(ch, 0) + 1 print(count.get(""f"", 0)) # 문자별 개수를 누적합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,149,제15장 실전 코드 실행 결과,실전 코드 흐름 추적,상속과 super 생성자,Y,id별 실제 코드 패턴 기준 매칭,"다음 Python 프로그램의 실행 결과를 쓰시오. class A: def __init__(self): print(""A"", end="""") class B(A): def __init__(self): super().__init__() print(""B"", end="""") obj = B()","class Parent: def __init__(self): print(""P"", end="""") class Child(Parent): def __init__(self): super().__init__() print(""C"", end="""") obj = Child() # 부모 생성자 후 자식 생성자가 실행됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
python,150,제15장 실전 코드 실행 결과,실전 코드 흐름 추적,리스트 필터링과 마지막 원소,Y,id별 실제 코드 패턴 기준 매칭,"다음 Python 프로그램의 실행 결과를 쓰시오. def make(data): return [x for x in data if x[0] == ""A""] print(make([""A1"", ""B1"", ""A2""])[-1])","def pick(data): return [x for x in data if x[0] == ""B""] print(pick([""B1"", ""C1"", ""B2""])[-1]) # 조건 필터링 후 마지막 원소를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,1,제1장 Java 기본 구조와 출력,Java 출력과 main 구조,Java 출력 기본,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { System.out.print(""JAVA""); } }","class Main { public static void main(String[] args) { System.out.print(""Hi""); System.out.println(""Java""); } } // 출력문 순서와 줄바꿈 여부를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,2,제1장 Java 기본 구조와 출력,Java 출력과 main 구조,Java 출력 기본,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { System.out.print(10 + 5); } },"class Main { public static void main(String[] args) { System.out.print(""Hi""); System.out.println(""Java""); } } // 출력문 순서와 줄바꿈 여부를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,3,제1장 Java 기본 구조와 출력,Java 출력과 main 구조,Java 출력 기본,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { System.out.print(""10"" + ""5""); } }","class Main { public static void main(String[] args) { System.out.print(""Hi""); System.out.println(""Java""); } } // 출력문 순서와 줄바꿈 여부를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,4,제1장 Java 기본 구조와 출력,Java 출력과 main 구조,Java 출력 기본,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { System.out.print(""A""); System.out.print(""B""); } }","class Main { public static void main(String[] args) { System.out.print(""Hi""); System.out.println(""Java""); } } // 출력문 순서와 줄바꿈 여부를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,5,제1장 Java 기본 구조와 출력,Java 출력과 main 구조,Java 출력 기본,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { System.out.println(""A""); System.out.print(""B""); } }","class Main { public static void main(String[] args) { System.out.print(""Hi""); System.out.println(""Java""); } } // 출력문 순서와 줄바꿈 여부를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,6,제1장 Java 기본 구조와 출력,Java 출력과 main 구조,Java 출력 기본,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { static int count = 1; public static void main(String[] args) { count = count + 2; System.out.print(count); } },"class Main { public static void main(String[] args) { System.out.print(""Hi""); System.out.println(""Java""); } } // 출력문 순서와 줄바꿈 여부를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,7,제1장 Java 기본 구조와 출력,Java 출력과 main 구조,Java 출력 기본,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { System.out.print(""Hello""); System.out.println(""Java""); System.out.print(""2026""); } }","class Main { public static void main(String[] args) { System.out.print(""Hi""); System.out.println(""Java""); } } // 출력문 순서와 줄바꿈 여부를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,8,제1장 Java 기본 구조와 출력,Java 출력과 main 구조,Java 출력 기본,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { System.out.print('A'); System.out.print(1); } },"class Main { public static void main(String[] args) { System.out.print(""Hi""); System.out.println(""Java""); } } // 출력문 순서와 줄바꿈 여부를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,9,제1장 Java 기본 구조와 출력,Java 출력과 main 구조,Java 출력 기본,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { System.out.print(""A"" + 1 + 2); } }","class Main { public static void main(String[] args) { System.out.print(""Hi""); System.out.println(""Java""); } } // 출력문 순서와 줄바꿈 여부를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,10,제1장 Java 기본 구조와 출력,Java 출력과 main 구조,Java 출력 기본,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { System.out.print(1 + 2 + ""A""); } }","class Main { public static void main(String[] args) { System.out.print(""Hi""); System.out.println(""Java""); } } // 출력문 순서와 줄바꿈 여부를 확인합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,11,제2장 변수와 자료형,Java 변수와 자료형,Java 변수와 자료형,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 7; System.out.print(a); } },"String label = ""Score""; int point = 7; System.out.print(label + point); // 문자열이 포함되면 이어붙이기가 됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,12,제2장 변수와 자료형,Java 변수와 자료형,Java 변수와 자료형,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 3; int b = 4; System.out.print(a + b); } },"String label = ""Score""; int point = 7; System.out.print(label + point); // 문자열이 포함되면 이어붙이기가 됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,13,제2장 변수와 자료형,Java 변수와 자료형,Java 변수와 자료형,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { double x = 2.5; System.out.print(x); } },"String label = ""Score""; int point = 7; System.out.print(label + point); // 문자열이 포함되면 이어붙이기가 됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,14,제2장 변수와 자료형,Java 변수와 자료형,Java 변수와 자료형,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { char c = 'K'; System.out.print(c); } },"String label = ""Score""; int point = 7; System.out.print(label + point); // 문자열이 포함되면 이어붙이기가 됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,15,제2장 변수와 자료형,Java 변수와 자료형,Java 변수와 자료형,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { boolean flag = true; System.out.print(flag); } },"String label = ""Score""; int point = 7; System.out.print(label + point); // 문자열이 포함되면 이어붙이기가 됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,16,제2장 변수와 자료형,Java 변수와 자료형,Java 변수와 자료형,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 10; a = 20; System.out.print(a); } },"String label = ""Score""; int point = 7; System.out.print(label + point); // 문자열이 포함되면 이어붙이기가 됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,17,제2장 변수와 자료형,Java 변수와 자료형,Java 변수와 자료형,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = (int) 3.7; System.out.print(a); } },"String label = ""Score""; int point = 7; System.out.print(label + point); // 문자열이 포함되면 이어붙이기가 됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,18,제2장 변수와 자료형,Java 변수와 자료형,Java 변수와 자료형,Y,id별 실제 코드/키워드 기준 매칭,다음 빈칸에 들어갈 자료형을 쓰시오. ( ) count = 10;,"String label = ""Score""; int point = 7; System.out.print(label + point); // 문자열이 포함되면 이어붙이기가 됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,19,제2장 변수와 자료형,Java 변수와 자료형,Java 변수와 자료형,Y,id별 실제 코드/키워드 기준 매칭,"다음 빈칸에 들어갈 자료형을 쓰시오. ( ) name = ""JAVA"";","String label = ""Score""; int point = 7; System.out.print(label + point); // 문자열이 포함되면 이어붙이기가 됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,20,제2장 변수와 자료형,Java 변수와 자료형,Java 변수와 자료형,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { String s = ""A""; int n = 3; System.out.print(s + n); } }","String label = ""Score""; int point = 7; System.out.print(label + point); // 문자열이 포함되면 이어붙이기가 됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,21,제3장 연산자와 증감 연산,Java 연산자와 증감,Java 연산자와 증감,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { System.out.print(7 / 2); } },int x = 4; System.out.print(++x); // 먼저 증가한 뒤 사용합니다. int y = 4; System.out.print(y++); // 먼저 사용한 뒤 증가합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,22,제3장 연산자와 증감 연산,Java 연산자와 증감,Java 연산자와 증감,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { System.out.print(7 % 2); } },int x = 4; System.out.print(++x); // 먼저 증가한 뒤 사용합니다. int y = 4; System.out.print(y++); // 먼저 사용한 뒤 증가합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,23,제3장 연산자와 증감 연산,Java 연산자와 증감,Java 연산자와 증감,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 5; a += 3; System.out.print(a); } },int x = 4; System.out.print(++x); // 먼저 증가한 뒤 사용합니다. int y = 4; System.out.print(y++); // 먼저 사용한 뒤 증가합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,24,제3장 연산자와 증감 연산,Java 연산자와 증감,Java 연산자와 증감,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 5; a++; System.out.print(a); } },int x = 4; System.out.print(++x); // 먼저 증가한 뒤 사용합니다. int y = 4; System.out.print(y++); // 먼저 사용한 뒤 증가합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,25,제3장 연산자와 증감 연산,Java 연산자와 증감,Java 연산자와 증감,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 5; ++a; System.out.print(a); } },int x = 4; System.out.print(++x); // 먼저 증가한 뒤 사용합니다. int y = 4; System.out.print(y++); // 먼저 사용한 뒤 증가합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,26,제3장 연산자와 증감 연산,Java 연산자와 증감,Java 연산자와 증감,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 5; System.out.print(a++); } },int x = 4; System.out.print(++x); // 먼저 증가한 뒤 사용합니다. int y = 4; System.out.print(y++); // 먼저 사용한 뒤 증가합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,27,제3장 연산자와 증감 연산,Java 연산자와 증감,Java 연산자와 증감,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 5; System.out.print(++a); } },int x = 4; System.out.print(++x); // 먼저 증가한 뒤 사용합니다. int y = 4; System.out.print(y++); // 먼저 사용한 뒤 증가합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,28,제3장 연산자와 증감 연산,Java 연산자와 증감,Java 연산자와 증감,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 4; int b = 2; System.out.print(a > b); } },int x = 4; System.out.print(++x); // 먼저 증가한 뒤 사용합니다. int y = 4; System.out.print(y++); // 먼저 사용한 뒤 증가합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,29,제3장 연산자와 증감 연산,Java 연산자와 증감,Java 연산자와 증감,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 3; System.out.print(a > 1 && a < 5); } },int x = 4; System.out.print(++x); // 먼저 증가한 뒤 사용합니다. int y = 4; System.out.print(y++); // 먼저 사용한 뒤 증가합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,30,제3장 연산자와 증감 연산,Java 연산자와 증감,Java 연산자와 증감,Y,id별 실제 코드/키워드 기준 매칭,다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 3; System.out.print(a < 1 || a == 3); } },int x = 4; System.out.print(++x); // 먼저 증가한 뒤 사용합니다. int y = 4; System.out.print(y++); // 먼저 사용한 뒤 증가합니다.,N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,31,제4장 조건문과 삼항 연산자,Java 조건문과 삼항 연산자,if-else 조건문,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int score = 85; if (score >= 80) System.out.print(""PASS""); else System.out.print(""FAIL""); } }","int score = 72; if (score >= 60) System.out.print(""pass""); else System.out.print(""fail""); // 조건 결과에 따라 한쪽만 실행됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,32,제4장 조건문과 삼항 연산자,Java 조건문과 삼항 연산자,나머지와 if-else,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int n = 5; if (n % 2 == 0) System.out.print(""EVEN""); else System.out.print(""ODD""); } }","int n = 9; if (n % 2 == 0) System.out.print(""even""); else System.out.print(""odd""); // 나머지로 짝수 여부를 판단합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,33,제4장 조건문과 삼항 연산자,Java 조건문과 삼항 연산자,삼항 연산자,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 10; String result = (a >= 10) ? ""A"" : ""B""; System.out.print(result); } }","int score = 75; String result = score >= 60 ? ""pass"" : ""fail""; System.out.print(result); // 조건에 따라 하나의 값이 선택됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,34,제4장 조건문과 삼항 연산자,Java 조건문과 삼항 연산자,삼항 연산자,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int a = 3; String result = (a > 5) ? ""UP"" : ""DOWN""; System.out.print(result); } }","int score = 75; String result = score >= 60 ? ""pass"" : ""fail""; System.out.print(result); // 조건에 따라 하나의 값이 선택됩니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,35,제4장 조건문과 삼항 연산자,Java 조건문과 삼항 연산자,else-if 조건문,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int x = 2; if (x == 1) System.out.print(""A""); else if (x == 2) System.out.print(""B""); else System.out.print(""C""); } }","int level = 3; if (level == 1) System.out.print(""low""); else if (level == 2) System.out.print(""mid""); else System.out.print(""high""); // 조건을 순서대로 검사합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
java,36,제4장 조건문과 삼항 연산자,Java 조건문과 삼항 연산자,else-if 조건문,Y,id별 실제 코드/키워드 기준 매칭,"다음 Java 프로그램의 실행 결과를 쓰시오. class Main { public static void main(String[] args) { int n = 0; if (n > 0) System.out.print(""P""); else if (n < 0) System.out.print(""N""); else System.out.print(""Z""); } }","int level = 3; if (level == 1) System.out.print(""low""); else if (level == 2) System.out.print(""mid""); else System.out.print(""high""); // 조건을 순서대로 검사합니다.",N,문제별 실제 코드/지문 기준으로 예시를 재매칭했습니다. 예시는 문제와 다른 값·상황으로 구성했습니다.
